"subject" "activity" "measurement" "mean"
24 "sitting" "TimeBodyGyroJerkMeanZ" -0.051596655125
24 "standing" "TimeBodyGyroJerkMeanZ" -0.0517180379565217
24 "walking" "TimeBodyGyroJerkMeanZ" -0.0739835516362069
24 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.0412055411490909
24 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0498427228983051
25 "laying" "TimeBodyGyroJerkMeanZ" -0.0596922147205479
25 "sitting" "TimeBodyGyroJerkMeanZ" -0.0495595643230769
25 "standing" "TimeBodyGyroJerkMeanZ" -0.0556979055540541
25 "walking" "TimeBodyGyroJerkMeanZ" -0.0512696224225676
25 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.0642078122381035
25 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0540452217153846
26 "laying" "TimeBodyGyroJerkMeanZ" -0.0711533355789474
26 "sitting" "TimeBodyGyroJerkMeanZ" -0.0487627204433077
26 "standing" "TimeBodyGyroJerkMeanZ" -0.0532541948283784
26 "walking" "TimeBodyGyroJerkMeanZ" -0.0492240545355932
26 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.05105874094
26 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0595558392545455
27 "laying" "TimeBodyGyroJerkMeanZ" -0.0642797849864865
27 "sitting" "TimeBodyGyroJerkMeanZ" -0.0503883556285714
27 "standing" "TimeBodyGyroJerkMeanZ" -0.051403918985
27 "walking" "TimeBodyGyroJerkMeanZ" -0.0650247552701754
27 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.0621043700545455
27 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0629013722509804
28 "laying" "TimeBodyGyroJerkMeanZ" -0.05345019146375
28 "sitting" "TimeBodyGyroJerkMeanZ" -0.0579015362166667
28 "standing" "TimeBodyGyroJerkMeanZ" -0.0525896252375949
28 "walking" "TimeBodyGyroJerkMeanZ" -0.0593552479814815
28 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.077617393146087
28 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0752610437019608
29 "laying" "TimeBodyGyroJerkMeanZ" -0.0674469666086956
29 "sitting" "TimeBodyGyroJerkMeanZ" -0.047000897695
29 "standing" "TimeBodyGyroJerkMeanZ" -0.0544926306307692
29 "walking" "TimeBodyGyroJerkMeanZ" -0.0392368986679245
29 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.0359648430270833
29 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0680938780306122
30 "laying" "TimeBodyGyroJerkMeanZ" -0.0595736770285714
30 "sitting" "TimeBodyGyroJerkMeanZ" -0.0488204595806452
30 "standing" "TimeBodyGyroJerkMeanZ" -0.0520307176474576
30 "walking" "TimeBodyGyroJerkMeanZ" -0.0446007229941538
30 "walkingDownstairs" "TimeBodyGyroJerkMeanZ" -0.0543595229322581
30 "walkingUpstairs" "TimeBodyGyroJerkMeanZ" -0.0364157841384615
1 "laying" "TimeBodyGyroJerkStdX" -0.9186085208
1 "sitting" "TimeBodyGyroJerkStdX" -0.99173159212766
1 "standing" "TimeBodyGyroJerkStdX" -0.992945106981132
1 "walking" "TimeBodyGyroJerkStdX" -0.207421854757895
1 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.487027342244898
1 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.614786508490566
2 "laying" "TimeBodyGyroJerkStdX" -0.993235849166667
2 "sitting" "TimeBodyGyroJerkStdX" -0.989709023043478
2 "standing" "TimeBodyGyroJerkStdX" -0.979324000740741
2 "walking" "TimeBodyGyroJerkStdX" -0.389549831525424
2 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.243940592553192
2 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.464854363125
3 "laying" "TimeBodyGyroJerkStdX" -0.980328645
3 "sitting" "TimeBodyGyroJerkStdX" -0.972546905961538
3 "standing" "TimeBodyGyroJerkStdX" -0.940937642459016
3 "walking" "TimeBodyGyroJerkStdX" -0.385922986034483
3 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.285683162346939
3 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.507270757966102
4 "laying" "TimeBodyGyroJerkStdX" -0.975103204259259
4 "sitting" "TimeBodyGyroJerkStdX" -0.9698997312
4 "standing" "TimeBodyGyroJerkStdX" -0.949633878571429
4 "walking" "TimeBodyGyroJerkStdX" -0.492341066833333
4 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.395995494444444
4 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.533666803846154
5 "laying" "TimeBodyGyroJerkStdX" -0.983422257692308
5 "sitting" "TimeBodyGyroJerkStdX" -0.966037012045455
5 "standing" "TimeBodyGyroJerkStdX" -0.941930044107143
5 "walking" "TimeBodyGyroJerkStdX" -0.357681403285714
5 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.411302217446809
5 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.305245202489362
6 "laying" "TimeBodyGyroJerkStdX" -0.939611608245614
6 "sitting" "TimeBodyGyroJerkStdX" -0.943714804727273
6 "standing" "TimeBodyGyroJerkStdX" -0.946423593157895
6 "walking" "TimeBodyGyroJerkStdX" -0.18260093354386
6 "walkingDownstairs" "TimeBodyGyroJerkStdX" 0.0393387960854167
6 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.186763293747059
7 "laying" "TimeBodyGyroJerkStdX" -0.9738372325
7 "sitting" "TimeBodyGyroJerkStdX" -0.974369045625
7 "standing" "TimeBodyGyroJerkStdX" -0.96598339754717
7 "walking" "TimeBodyGyroJerkStdX" -0.21166729682807
7 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.510731018297872
7 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.616812659215686
8 "laying" "TimeBodyGyroJerkStdX" -0.969924077407407
8 "sitting" "TimeBodyGyroJerkStdX" -0.993264647391304
8 "standing" "TimeBodyGyroJerkStdX" -0.981573085740741
8 "walking" "TimeBodyGyroJerkStdX" -0.2460827504375
8 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.267887897328947
8 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.40507069195122
9 "laying" "TimeBodyGyroJerkStdX" -0.945329035
9 "sitting" "TimeBodyGyroJerkStdX" -0.9645323452
9 "standing" "TimeBodyGyroJerkStdX" -0.949105691555556
9 "walking" "TimeBodyGyroJerkStdX" -0.526985309038462
9 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.509669314047619
9 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.660419534285714
10 "laying" "TimeBodyGyroJerkStdX" -0.965900578103448
10 "sitting" "TimeBodyGyroJerkStdX" -0.992326657222222
10 "standing" "TimeBodyGyroJerkStdX" -0.950367548409091
10 "walking" "TimeBodyGyroJerkStdX" -0.366063723207547
10 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.416986139210526
10 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.427291343617021
11 "laying" "TimeBodyGyroJerkStdX" -0.981724838421053
11 "sitting" "TimeBodyGyroJerkStdX" -0.990501518301887
11 "standing" "TimeBodyGyroJerkStdX" -0.986690403617021
11 "walking" "TimeBodyGyroJerkStdX" -0.541616397118644
11 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.53437494826087
11 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.660431336111111
12 "laying" "TimeBodyGyroJerkStdX" -0.9671982025
12 "sitting" "TimeBodyGyroJerkStdX" -0.977329927254902
12 "standing" "TimeBodyGyroJerkStdX" -0.955415641803279
12 "walking" "TimeBodyGyroJerkStdX" -0.3908072382
12 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.278608163891304
12 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.549999188461539
13 "laying" "TimeBodyGyroJerkStdX" -0.981404742903226
13 "sitting" "TimeBodyGyroJerkStdX" -0.991371016938775
13 "standing" "TimeBodyGyroJerkStdX" -0.978465124561404
13 "walking" "TimeBodyGyroJerkStdX" -0.216812065298246
13 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.463736674255319
13 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.631037584
14 "laying" "TimeBodyGyroJerkStdX" -0.970274962745098
14 "sitting" "TimeBodyGyroJerkStdX" -0.990284240185185
14 "standing" "TimeBodyGyroJerkStdX" -0.969948875166667
14 "walking" "TimeBodyGyroJerkStdX" -0.571759911525424
14 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.537002097555556
14 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.646611034444444
15 "laying" "TimeBodyGyroJerkStdX" -0.97392395125
15 "sitting" "TimeBodyGyroJerkStdX" -0.992889042711864
15 "standing" "TimeBodyGyroJerkStdX" -0.971514312075472
15 "walking" "TimeBodyGyroJerkStdX" -0.283767987222222
15 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.455980756428571
15 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.525533949791667
16 "laying" "TimeBodyGyroJerkStdX" -0.985835459428571
16 "sitting" "TimeBodyGyroJerkStdX" -0.98958327942029
16 "standing" "TimeBodyGyroJerkStdX" -0.987102322692308
16 "walking" "TimeBodyGyroJerkStdX" -0.675889722745098
16 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.623676024255319
16 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.707264168627451
17 "laying" "TimeBodyGyroJerkStdX" -0.980792372112676
17 "sitting" "TimeBodyGyroJerkStdX" -0.9952559371875
17 "standing" "TimeBodyGyroJerkStdX" -0.989257196282051
17 "walking" "TimeBodyGyroJerkStdX" -0.431296148196721
17 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.526801825217391
17 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.606044344375
18 "laying" "TimeBodyGyroJerkStdX" -0.996104441384615
18 "sitting" "TimeBodyGyroJerkStdX" -0.994170190701754
18 "standing" "TimeBodyGyroJerkStdX" -0.981970965890411
18 "walking" "TimeBodyGyroJerkStdX" -0.578133968392857
18 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.676716181636364
18 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.76068902862069
19 "laying" "TimeBodyGyroJerkStdX" -0.976105663493976
19 "sitting" "TimeBodyGyroJerkStdX" -0.988464752739726
19 "standing" "TimeBodyGyroJerkStdX" -0.97512668739726
19 "walking" "TimeBodyGyroJerkStdX" 0.0801186523134615
19 "walkingDownstairs" "TimeBodyGyroJerkStdX" 0.179148649684615
19 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.23937641116
20 "laying" "TimeBodyGyroJerkStdX" -0.989283577352941
20 "sitting" "TimeBodyGyroJerkStdX" -0.977414910909091
20 "standing" "TimeBodyGyroJerkStdX" -0.921644239863014
20 "walking" "TimeBodyGyroJerkStdX" -0.253227445431373
20 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.249235098988889
20 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.471107678431373
21 "laying" "TimeBodyGyroJerkStdX" -0.984643717333333
21 "sitting" "TimeBodyGyroJerkStdX" -0.989472968470588
21 "standing" "TimeBodyGyroJerkStdX" -0.971866494606742
21 "walking" "TimeBodyGyroJerkStdX" -0.238908311384615
21 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.549648320222222
21 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.573541839148936
22 "laying" "TimeBodyGyroJerkStdX" -0.972092602916667
22 "sitting" "TimeBodyGyroJerkStdX" -0.985671250322581
22 "standing" "TimeBodyGyroJerkStdX" -0.949716028730159
22 "walking" "TimeBodyGyroJerkStdX" -0.226656401521739
22 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.264848047888889
22 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.396699215238095
23 "laying" "TimeBodyGyroJerkStdX" -0.985027850416667
23 "sitting" "TimeBodyGyroJerkStdX" -0.987084633970588
23 "standing" "TimeBodyGyroJerkStdX" -0.972770702058824
23 "walking" "TimeBodyGyroJerkStdX" -0.363969434576271
23 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.32301569962963
23 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.548318881568627
24 "laying" "TimeBodyGyroJerkStdX" -0.979865720555556
24 "sitting" "TimeBodyGyroJerkStdX" -0.991442007794118
24 "standing" "TimeBodyGyroJerkStdX" -0.975856809130435
24 "walking" "TimeBodyGyroJerkStdX" -0.490773455517241
24 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.358444550225455
24 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.640489537966102
25 "laying" "TimeBodyGyroJerkStdX" -0.957381145068493
25 "sitting" "TimeBodyGyroJerkStdX" -0.992304653846154
25 "standing" "TimeBodyGyroJerkStdX" -0.977909693918919
25 "walking" "TimeBodyGyroJerkStdX" -0.507957094054054
25 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.430134387586207
25 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.693854902307692
26 "laying" "TimeBodyGyroJerkStdX" -0.992665154868421
26 "sitting" "TimeBodyGyroJerkStdX" -0.995882512051282
26 "standing" "TimeBodyGyroJerkStdX" -0.978472409324324
26 "walking" "TimeBodyGyroJerkStdX" -0.417438636101695
26 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.170842676616
26 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.515829417272727
27 "laying" "TimeBodyGyroJerkStdX" -0.993503720810811
27 "sitting" "TimeBodyGyroJerkStdX" -0.993640318285714
27 "standing" "TimeBodyGyroJerkStdX" -0.9826424495
27 "walking" "TimeBodyGyroJerkStdX" -0.523256879298246
27 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.493837613409091
27 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.695774947647059
28 "laying" "TimeBodyGyroJerkStdX" -0.9608029485
28 "sitting" "TimeBodyGyroJerkStdX" -0.982155662638889
28 "standing" "TimeBodyGyroJerkStdX" -0.928343397721519
28 "walking" "TimeBodyGyroJerkStdX" -0.399417082777778
28 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.16394489726087
28 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.494282913529412
29 "laying" "TimeBodyGyroJerkStdX" -0.99654254057971
29 "sitting" "TimeBodyGyroJerkStdX" -0.9933220295
29 "standing" "TimeBodyGyroJerkStdX" -0.983293061692308
29 "walking" "TimeBodyGyroJerkStdX" -0.395909621509434
29 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.347807556958333
29 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.474932606326531
30 "laying" "TimeBodyGyroJerkStdX" -0.983775833714286
30 "sitting" "TimeBodyGyroJerkStdX" -0.993868545483871
30 "standing" "TimeBodyGyroJerkStdX" -0.960119074237288
30 "walking" "TimeBodyGyroJerkStdX" -0.460345386153846
30 "walkingDownstairs" "TimeBodyGyroJerkStdX" -0.542764507096774
30 "walkingUpstairs" "TimeBodyGyroJerkStdX" -0.742749529538462
1 "laying" "TimeBodyGyroJerkStdY" -0.9679072436
1 "sitting" "TimeBodyGyroJerkStdY" -0.989518068510638
1 "standing" "TimeBodyGyroJerkStdY" -0.995137917358491
1 "walking" "TimeBodyGyroJerkStdY" -0.304468510631579
1 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.238824827530612
1 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.601696656226415
2 "laying" "TimeBodyGyroJerkStdY" -0.989567537916667
2 "sitting" "TimeBodyGyroJerkStdY" -0.990889614782609
2 "standing" "TimeBodyGyroJerkStdY" -0.983447258518519
2 "walking" "TimeBodyGyroJerkStdY" -0.634140436101695
2 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.469396701106383
2 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.645491337708333
3 "laying" "TimeBodyGyroJerkStdY" -0.986762741935484
3 "sitting" "TimeBodyGyroJerkStdY" -0.978635908653846
3 "standing" "TimeBodyGyroJerkStdY" -0.968433747868853
3 "walking" "TimeBodyGyroJerkStdY" -0.639087984137931
3 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.680947338163265
3 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.775774143389831
4 "laying" "TimeBodyGyroJerkStdY" -0.986855629814815
4 "sitting" "TimeBodyGyroJerkStdY" -0.984441358
4 "standing" "TimeBodyGyroJerkStdY" -0.976065174642857
4 "walking" "TimeBodyGyroJerkStdY" -0.807419937
4 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.816858240222222
4 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.840722752692308
5 "laying" "TimeBodyGyroJerkStdY" -0.983759479230769
5 "sitting" "TimeBodyGyroJerkStdY" -0.975433911363636
5 "standing" "TimeBodyGyroJerkStdY" -0.961177741607143
5 "walking" "TimeBodyGyroJerkStdY" -0.57143812375
5 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.514591487234043
5 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.631822048297872
6 "laying" "TimeBodyGyroJerkStdY" -0.958628819649123
6 "sitting" "TimeBodyGyroJerkStdY" -0.961780726363636
6 "standing" "TimeBodyGyroJerkStdY" -0.962422163684211
6 "walking" "TimeBodyGyroJerkStdY" -0.416390246140351
6 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.193508405479167
6 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.486494120980392
7 "laying" "TimeBodyGyroJerkStdY" -0.976483727307692
7 "sitting" "TimeBodyGyroJerkStdY" -0.981024680625
7 "standing" "TimeBodyGyroJerkStdY" -0.976837757358491
7 "walking" "TimeBodyGyroJerkStdY" -0.174136410738596
7 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.299520205208511
7 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.671243739607843
8 "laying" "TimeBodyGyroJerkStdY" -0.974186451851852
8 "sitting" "TimeBodyGyroJerkStdY" -0.98887627673913
8 "standing" "TimeBodyGyroJerkStdY" -0.985508765185185
8 "walking" "TimeBodyGyroJerkStdY" -0.428055700208333
8 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.0704526510842105
8 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.424675673414634
9 "laying" "TimeBodyGyroJerkStdY" -0.9621702422
9 "sitting" "TimeBodyGyroJerkStdY" -0.9719274472
9 "standing" "TimeBodyGyroJerkStdY" -0.975036530444444
9 "walking" "TimeBodyGyroJerkStdY" -0.549200228076923
9 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.448602451190476
9 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.708604774693878
10 "laying" "TimeBodyGyroJerkStdY" -0.966621040344828
10 "sitting" "TimeBodyGyroJerkStdY" -0.992584494814815
10 "standing" "TimeBodyGyroJerkStdY" -0.976445016590909
10 "walking" "TimeBodyGyroJerkStdY" -0.509683327924528
10 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.471650977631579
10 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.60462905787234
11 "laying" "TimeBodyGyroJerkStdY" -0.990845724736842
11 "sitting" "TimeBodyGyroJerkStdY" -0.988554820188679
11 "standing" "TimeBodyGyroJerkStdY" -0.995571631276596
11 "walking" "TimeBodyGyroJerkStdY" -0.737993755932203
11 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.684593318695652
11 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.809459436666667
12 "laying" "TimeBodyGyroJerkStdY" -0.965900370833333
12 "sitting" "TimeBodyGyroJerkStdY" -0.979347830784314
12 "standing" "TimeBodyGyroJerkStdY" -0.971195487377049
12 "walking" "TimeBodyGyroJerkStdY" -0.581290691
12 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.517479109130435
12 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.761195612692308
13 "laying" "TimeBodyGyroJerkStdY" -0.978854747419355
13 "sitting" "TimeBodyGyroJerkStdY" -0.991773350204082
13 "standing" "TimeBodyGyroJerkStdY" -0.980982661403509
13 "walking" "TimeBodyGyroJerkStdY" -0.35776089977193
13 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.259163248340426
13 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.678805915818182
14 "laying" "TimeBodyGyroJerkStdY" -0.968042893529412
14 "sitting" "TimeBodyGyroJerkStdY" -0.986911323888889
14 "standing" "TimeBodyGyroJerkStdY" -0.9706929555
14 "walking" "TimeBodyGyroJerkStdY" -0.536737701694915
14 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.284318020488889
14 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.371479721296296
15 "laying" "TimeBodyGyroJerkStdY" -0.980482834444444
15 "sitting" "TimeBodyGyroJerkStdY" -0.990313307966102
15 "standing" "TimeBodyGyroJerkStdY" -0.988107413962264
15 "walking" "TimeBodyGyroJerkStdY" -0.702402935925926
15 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.574964116428571
15 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.763053512083333
16 "laying" "TimeBodyGyroJerkStdY" -0.989046576
16 "sitting" "TimeBodyGyroJerkStdY" -0.990621793333333
16 "standing" "TimeBodyGyroJerkStdY" -0.992589441153846
16 "walking" "TimeBodyGyroJerkStdY" -0.712237752941177
16 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.583421784680851
16 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.77471906627451
17 "laying" "TimeBodyGyroJerkStdY" -0.983135596619718
17 "sitting" "TimeBodyGyroJerkStdY" -0.9949818809375
17 "standing" "TimeBodyGyroJerkStdY" -0.993699908589744
17 "walking" "TimeBodyGyroJerkStdY" -0.560203489016393
17 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.572144734130435
17 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.676722847708333
18 "laying" "TimeBodyGyroJerkStdY" -0.990547638769231
18 "sitting" "TimeBodyGyroJerkStdY" -0.994224162105263
18 "standing" "TimeBodyGyroJerkStdY" -0.991151973150685
18 "walking" "TimeBodyGyroJerkStdY" -0.694925789464286
18 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.752608622181818
18 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.828872171206897
19 "laying" "TimeBodyGyroJerkStdY" -0.984607728915663
19 "sitting" "TimeBodyGyroJerkStdY" -0.987465915068493
19 "standing" "TimeBodyGyroJerkStdY" -0.988096672191781
19 "walking" "TimeBodyGyroJerkStdY" -0.291594827626923
19 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.0146299196923077
19 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.49212221875
20 "laying" "TimeBodyGyroJerkStdY" -0.981540062058823
20 "sitting" "TimeBodyGyroJerkStdY" -0.979684097272727
20 "standing" "TimeBodyGyroJerkStdY" -0.947633070684932
20 "walking" "TimeBodyGyroJerkStdY" -0.127554090666667
20 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.334568787888889
20 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.393988623529412
21 "laying" "TimeBodyGyroJerkStdY" -0.981998497777778
21 "sitting" "TimeBodyGyroJerkStdY" -0.989722663529412
21 "standing" "TimeBodyGyroJerkStdY" -0.976815894044944
21 "walking" "TimeBodyGyroJerkStdY" -0.482854309807692
21 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.442426840888889
21 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.604469603617021
22 "laying" "TimeBodyGyroJerkStdY" -0.980484171388889
22 "sitting" "TimeBodyGyroJerkStdY" -0.980275619354839
22 "standing" "TimeBodyGyroJerkStdY" -0.984900134285714
22 "walking" "TimeBodyGyroJerkStdY" -0.651875468913043
22 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.640280071388889
22 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.704255415
23 "laying" "TimeBodyGyroJerkStdY" -0.979427763472222
23 "sitting" "TimeBodyGyroJerkStdY" -0.980727445294118
23 "standing" "TimeBodyGyroJerkStdY" -0.972509523235294
23 "walking" "TimeBodyGyroJerkStdY" 0.295945926186441
23 "walkingDownstairs" "TimeBodyGyroJerkStdY" 0.146650121972222
23 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.493514122352941
24 "laying" "TimeBodyGyroJerkStdY" -0.978091312777778
24 "sitting" "TimeBodyGyroJerkStdY" -0.989780810588235
24 "standing" "TimeBodyGyroJerkStdY" -0.981983572028985
24 "walking" "TimeBodyGyroJerkStdY" -0.514246569655172
24 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.519326735090909
24 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.646644373728814
25 "laying" "TimeBodyGyroJerkStdY" -0.971564323013699
25 "sitting" "TimeBodyGyroJerkStdY" -0.991315767692308
25 "standing" "TimeBodyGyroJerkStdY" -0.98724214
25 "walking" "TimeBodyGyroJerkStdY" -0.799635384189189
25 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.810444542413793
25 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.839699143076923
26 "laying" "TimeBodyGyroJerkStdY" -0.989063341973684
26 "sitting" "TimeBodyGyroJerkStdY" -0.993139833846154
26 "standing" "TimeBodyGyroJerkStdY" -0.989766989864865
26 "walking" "TimeBodyGyroJerkStdY" -0.587000110847458
26 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.5471984382
26 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.725210290909091
27 "laying" "TimeBodyGyroJerkStdY" -0.993025877297297
27 "sitting" "TimeBodyGyroJerkStdY" -0.992226442142857
27 "standing" "TimeBodyGyroJerkStdY" -0.990798007875
27 "walking" "TimeBodyGyroJerkStdY" -0.634105502807017
27 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.459459295681818
27 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.711148438235294
28 "laying" "TimeBodyGyroJerkStdY" -0.98039978225
28 "sitting" "TimeBodyGyroJerkStdY" -0.980713868611111
28 "standing" "TimeBodyGyroJerkStdY" -0.972977006708861
28 "walking" "TimeBodyGyroJerkStdY" -0.639018554444444
28 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.424567878478261
28 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.690571101960784
29 "laying" "TimeBodyGyroJerkStdY" -0.997081575652174
29 "sitting" "TimeBodyGyroJerkStdY" -0.995319164666667
29 "standing" "TimeBodyGyroJerkStdY" -0.995533113076923
29 "walking" "TimeBodyGyroJerkStdY" -0.587944298490566
29 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.693469035833333
29 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.73422519244898
30 "laying" "TimeBodyGyroJerkStdY" -0.980357062142857
30 "sitting" "TimeBodyGyroJerkStdY" -0.992491322903226
30 "standing" "TimeBodyGyroJerkStdY" -0.968135006271186
30 "walking" "TimeBodyGyroJerkStdY" -0.497621802307692
30 "walkingDownstairs" "TimeBodyGyroJerkStdY" -0.613796303064516
30 "walkingUpstairs" "TimeBodyGyroJerkStdY" -0.743336958461538
1 "laying" "TimeBodyGyroJerkStdZ" -0.9577901596
1 "sitting" "TimeBodyGyroJerkStdZ" -0.987935806382979
1 "standing" "TimeBodyGyroJerkStdZ" -0.992108467169811
1 "walking" "TimeBodyGyroJerkStdZ" -0.404255452631579
1 "walkingDownstairs" "TimeBodyGyroJerkStdZ" -0.268761480242857
